,isotime,temp,pressure,humidity,solarpower
0,2017-11-11T21:10:06.497266,23.027206038608348,101857.13132851037,53.24813136721742,1913.344
0,2017-11-11T21:20:06.664190,21.79266882514212,101846.83358276733,56.62798796938356,11540.004
0,2017-11-11T21:30:06.518267,23.173180792573838,101848.01339215477,51.070165394968406,12467.539999999999
0,2017-11-11T21:40:06.377122,23.977294050533327,101824.97366796005,46.954248709853246,3461.1200000000003
0,2017-11-11T21:50:06.256064,22.853783363942057,101813.94242810589,50.722668872012896,3177.344
0,2017-11-11T22:00:07.872733,21.6947300512551,101804.82782510102,52.430847144429926,1280.0
0,2017-11-11T22:10:06.525713,20.20819541776955,101801.89022441297,56.912587463490866,1616.0
0,2017-11-11T22:20:06.708484,19.561314511913587,101806.06619937395,60.62633085201306,2167.2960000000003
0,2017-11-11T22:30:06.519559,19.214483561792076,101792.80465888052,59.661420456158424,1331.2
0,2017-11-11T22:40:06.421620,18.487764996649002,101772.15022018395,61.23715602935188,532.224
0,2017-11-11T22:50:06.406762,17.706159557508364,101773.69293486954,65.22218027500121,514.304
0,2017-11-11T23:00:07.175930,17.22272800318033,101783.81906498932,68.38330781450978,752.64
0,2017-11-11T23:10:06.826829,17.114813977503218,101793.83129185395,70.46648144963613,988.416
0,2017-11-11T23:20:06.885592,17.172825546644255,101800.09821355462,68.86119302628663,836.3520000000001
0,2017-11-11T23:30:06.668890,16.995048281759956,101798.64409410424,69.5970092207593,476.672
0,2017-11-11T23:40:06.780948,16.628266881372838,101795.14160197844,71.93563359322843,426.49600000000004
0,2017-11-11T23:50:06.772949,16.298913494289444,101804.92930045928,74.14444190373816,526.8480000000001
0,2017-11-12T00:00:07.366966,16.0774739562411,101796.21436709736,74.50400161885673,235.904
0,2017-11-12T00:10:06.146119,15.693854704470505,101810.01474853618,76.01329598498972,223.488
0,2017-11-12T00:20:06.252181,15.264078431111647,101807.68216971638,77.53274406160963,148.99200000000002
0,2017-11-12T00:30:07.260510,14.83804689747376,101815.61588747053,80.2552599351084,99.328
0,2017-11-12T00:40:07.184839,14.459423288539346,101819.93592797457,82.44449545386216,62.08
0,2017-11-12T00:50:06.235989,14.077682565258964,101823.96881401137,83.52224879977526,37.248000000000005
0,2017-11-12T01:00:06.881952,13.684092197661812,101827.6275137495,84.42300729687663,12.288
0,2017-11-12T01:10:06.601588,13.250583507839565,101835.32161102693,85.7551739369396,12.288
0,2017-11-12T01:20:06.691274,12.807097034826075,101835.47773788645,87.68904647330216,0.0
0,2017-11-12T01:30:06.599903,12.391057665464269,101849.1412892861,88.65779501398553,0.0
0,2017-11-12T01:40:06.519834,11.997475056875555,101858.65278089819,89.8752826022562,0.0
0,2017-11-12T01:50:06.514810,11.6450611038651,101863.21437804576,91.1519870523197,0.0
0,2017-11-12T02:00:07.079396,11.344418843614495,101885.04401948673,92.01463091622082,0.0
0,2017-11-12T02:10:06.780757,11.048143790851828,101881.33228182739,92.97815367500645,0.0
0,2017-11-12T02:20:06.866844,10.773700446857038,101874.41848748084,93.86463753292797,0.0
0,2017-11-12T02:30:06.799788,10.504871570279738,101888.41622305934,95.07605943035745,0.0
0,2017-11-12T02:40:06.607245,10.271596153116935,101900.21427695377,96.2293991707055,0.0
