,isotime,rain_tip
0,2019-02-10T21:32:49.239748,1
0,2019-02-10T21:32:50.545338,1
0,2019-02-10T21:32:52.114989,1
0,2019-02-10T21:32:52.420432,1
0,2019-02-10T21:32:52.857043,1
0,2019-02-10T21:33:04.989325,1
0,2019-02-10T21:33:38.295739,1
0,2019-02-10T21:33:38.789076,1
0,2019-02-10T21:33:41.611162,1
0,2019-02-10T21:34:03.440965,1
0,2019-02-10T21:34:05.527668,1
0,2019-02-10T21:34:06.513637,1
0,2019-02-10T21:35:39.045267,1
0,2019-02-10T21:35:40.418432,1
0,2019-02-10T21:35:40.746381,1
0,2019-02-10T21:35:41.078353,1
0,2019-02-10T21:35:41.456937,1
0,2019-02-10T21:35:41.758658,1
0,2019-02-10T21:35:44.131667,1
0,2019-02-10T21:35:44.432518,1
0,2019-02-10T21:35:44.735841,1
0,2019-02-10T21:35:45.035966,1
0,2019-02-11T00:45:31.500379,1
0,2019-02-11T00:45:37.991912,1
0,2019-02-11T00:46:12.384043,1
0,2019-02-11T00:46:12.806319,1
0,2019-02-11T00:46:37.041812,1
0,2019-02-11T00:46:37.737511,1
0,2019-02-11T00:46:38.043243,1
0,2019-02-11T00:46:38.348186,1
0,2019-02-11T00:46:38.697061,1
0,2019-02-11T00:48:05.909706,1
0,2019-02-11T00:48:06.333324,1
0,2019-02-11T00:48:22.679166,1
0,2019-02-11T00:48:25.966687,1
0,2019-02-11T00:48:26.267571,1
0,2019-02-11T00:48:27.033831,1
0,2019-02-11T00:48:27.374050,1
0,2019-02-11T00:48:27.726002,1
0,2019-02-11T00:48:28.030101,1
0,2019-02-11T00:48:28.329626,1
0,2019-02-11T00:48:29.207436,1
0,2019-02-11T00:48:29.964032,1
0,2019-02-11T00:48:39.818662,1
0,2019-02-11T00:48:40.146955,1
0,2019-02-11T00:48:40.619630,1
0,2019-02-11T00:48:41.083842,1
0,2019-02-11T00:48:44.784948,1
0,2019-02-11T00:48:47.308227,1
0,2019-02-11T00:48:48.695520,1
0,2019-02-11T00:48:49.383564,1
0,2019-02-11T00:48:57.725603,1
0,2019-02-11T00:48:58.169623,1
0,2019-02-11T00:48:58.869494,1
0,2019-02-11T00:48:59.305725,1
0,2019-02-11T00:48:59.693301,1
0,2019-02-11T00:49:00.002606,1
0,2019-02-11T00:49:00.315992,1
0,2019-02-11T00:49:00.667203,1
0,2019-02-11T00:49:02.795200,1
0,2019-02-11T00:49:05.849175,1
0,2019-02-11T00:49:06.152980,1
0,2019-02-11T00:49:06.469090,1
0,2019-02-11T00:49:07.496371,1
0,2019-02-11T00:49:08.151869,1
0,2019-02-11T00:49:08.507968,1
0,2019-02-11T00:49:08.985290,1
0,2019-02-11T00:49:09.285362,1
0,2019-02-11T00:49:09.595505,1
0,2019-02-11T00:49:09.895706,1
0,2019-02-11T00:49:10.243850,1
0,2019-02-11T00:49:10.544026,1
0,2019-02-11T00:49:10.861309,1
0,2019-02-11T00:49:11.220792,1
0,2019-02-11T00:49:11.579564,1
0,2019-02-11T00:49:11.879552,1
0,2019-02-11T00:49:12.231482,1
0,2019-02-11T00:49:18.145309,1
0,2019-02-11T00:49:20.521920,1
0,2019-02-11T00:49:21.689433,1
0,2019-02-11T00:49:23.561947,1
0,2019-02-11T00:49:23.866911,1
0,2019-02-11T00:50:06.444506,1
0,2019-02-11T00:50:12.413245,1
0,2019-02-11T00:50:12.713550,1
0,2019-02-11T00:50:13.015230,1
0,2019-02-11T00:50:14.013972,1
0,2019-02-11T00:50:19.070674,1
0,2019-02-11T00:50:19.557211,1
0,2019-02-11T00:50:19.857306,1
0,2019-02-11T00:50:20.194456,1
0,2019-02-11T00:50:20.496327,1
0,2019-02-11T00:50:20.797195,1
0,2019-02-11T00:50:21.172847,1
0,2019-02-11T00:50:21.483506,1
0,2019-02-11T00:50:21.888933,1
0,2019-02-11T00:50:22.189072,1
0,2019-02-11T00:50:22.739354,1
0,2019-02-11T00:50:24.018991,1
0,2019-02-11T00:50:24.539796,1
0,2019-02-11T00:50:34.899865,1
0,2019-02-11T00:50:35.476167,1
0,2019-02-11T00:50:36.415694,1
0,2019-02-11T00:50:36.769088,1
0,2019-02-11T00:50:37.072972,1
0,2019-02-11T00:50:37.389399,1
0,2019-02-11T00:50:37.690455,1
0,2019-02-11T00:50:37.993133,1
0,2019-02-11T00:50:38.293259,1
0,2019-02-11T02:36:06.836292,1
0,2019-02-11T02:55:54.737741,1
0,2019-02-11T04:02:02.164159,1
0,2019-02-11T14:27:36.623583,1
0,2019-02-11T14:31:43.801832,1
0,2019-02-11T14:38:28.669416,1
0,2019-02-12T04:20:06.852778,1
0,2019-02-12T09:37:40.776106,1
0,2019-02-13T20:46:53.378095,1
0,2019-02-13T20:46:55.251612,1
0,2019-02-13T20:46:55.691200,1
0,2019-02-13T20:46:59.422152,1
0,2019-02-13T23:04:18.532507,1
0,2019-02-13T23:04:22.596671,1
0,2019-02-13T23:04:22.918578,1
0,2019-02-13T23:04:23.218666,1
0,2019-02-13T23:04:23.524042,1
0,2019-02-13T23:04:23.892367,1
0,2019-02-13T23:04:33.084809,1
0,2019-02-13T23:04:33.728598,1
0,2019-02-13T23:04:36.173538,1
0,2019-02-13T23:04:37.045718,1
0,2019-02-13T23:04:37.955162,1
0,2019-02-13T23:04:38.255901,1
0,2019-02-13T23:04:38.730182,1
0,2019-02-13T23:05:30.123820,1
0,2019-02-14T00:11:28.067679,1
0,2019-02-14T01:57:35.238386,1
0,2019-02-14T15:10:33.431581,1
0,2019-02-14T15:41:44.378240,1
0,2019-02-14T17:20:06.320735,1
0,2019-02-14T17:20:06.715544,1
0,2019-02-14T23:53:25.827081,1
0,2019-02-15T00:50:06.799408,1
0,2019-02-15T01:01:08.065657,1
0,2019-02-15T02:31:52.446789,1
0,2019-02-15T02:45:19.248698,1
0,2019-02-15T04:38:06.394244,1
0,2019-02-16T19:48:38.596263,1
0,2019-02-16T19:48:38.940121,1
0,2019-02-16T19:48:40.060230,1
0,2019-02-16T19:48:40.563275,1
0,2019-02-16T19:48:41.594106,1
0,2019-02-16T19:48:49.327011,1
0,2019-02-16T19:49:30.946384,1
0,2019-02-16T19:49:31.582687,1
0,2019-02-16T19:49:50.350867,1
0,2019-02-16T19:50:02.327819,1
0,2019-02-16T19:51:13.507834,1
0,2019-02-16T19:51:16.847069,1
0,2019-02-16T19:51:17.516398,1
0,2019-02-16T19:51:17.834945,1
0,2019-02-16T19:51:19.631572,1
0,2019-02-16T19:51:19.939822,1
0,2019-02-16T19:58:05.483797,1
0,2019-02-16T20:13:48.636621,1
0,2019-02-16T20:15:16.377788,1
0,2019-02-16T21:08:02.181848,1
0,2019-02-16T21:49:45.924662,1
0,2019-02-16T22:34:01.948572,1
0,2019-02-16T23:15:03.629470,1
0,2019-02-17T00:32:35.779622,1
0,2019-02-17T00:38:36.809722,1
0,2019-02-17T00:38:37.109878,1
0,2019-02-17T00:38:37.804886,1
0,2019-02-17T00:38:39.776060,1
0,2019-02-17T00:38:40.348215,1
0,2019-02-17T00:38:42.100989,1
0,2019-02-17T00:38:56.553200,1
0,2019-02-17T00:38:56.932458,1
0,2019-02-17T00:39:19.929067,1
0,2019-02-17T00:39:30.284276,1
0,2019-02-17T00:39:30.974026,1
0,2019-02-17T00:39:33.488530,1
0,2019-02-17T00:39:38.890601,1
0,2019-02-17T00:39:40.924000,1
0,2019-02-17T00:39:41.400103,1
0,2019-02-17T00:39:41.870034,1
0,2019-02-17T00:39:42.172041,1
0,2019-02-17T00:39:46.463208,1
0,2019-02-17T00:39:48.172785,1
0,2019-02-17T00:39:48.540587,1
0,2019-02-17T00:39:48.853498,1
0,2019-02-17T00:39:49.156593,1
0,2019-02-17T00:39:49.456849,1
0,2019-02-17T00:39:49.916535,1
0,2019-02-17T00:40:27.341206,1
0,2019-02-17T00:40:27.681143,1
0,2019-02-17T00:40:28.384852,1
0,2019-02-17T00:40:28.871145,1
0,2019-02-17T00:40:29.207799,1
0,2019-02-17T00:40:29.994384,1
0,2019-02-17T00:40:30.458313,1
0,2019-02-17T00:40:32.790601,1
0,2019-02-17T00:40:37.308018,1
0,2019-02-17T00:41:20.212903,1
0,2019-02-17T00:41:44.792982,1
0,2019-02-17T00:41:46.222126,1
0,2019-02-17T00:41:48.283957,1
0,2019-02-17T00:42:25.731331,1
0,2019-02-17T00:42:26.036309,1
0,2019-02-17T00:42:26.352871,1
0,2019-02-17T00:42:45.409868,1
0,2019-02-17T00:42:47.553990,1
0,2019-02-17T18:53:57.868071,1
0,2019-02-17T19:28:19.529641,1
0,2019-02-17T19:28:36.296132,1
0,2019-02-17T19:29:18.753850,1
0,2019-02-17T19:29:46.654902,1
0,2019-02-17T19:30:04.226974,1
0,2019-02-17T19:31:17.269053,1
0,2019-02-17T19:31:18.670009,1
0,2019-02-17T19:31:27.810495,1
0,2019-02-17T19:31:28.537190,1
0,2019-02-17T19:32:04.173293,1
0,2019-02-17T19:32:07.119694,1
0,2019-02-17T19:32:17.332424,1
0,2019-02-17T19:32:19.499743,1
0,2019-02-17T19:32:21.599898,1
0,2019-02-17T19:32:25.605944,1
0,2019-02-17T19:32:26.526902,1
0,2019-02-17T19:33:00.447364,1
0,2019-02-17T19:33:07.497676,1
0,2019-02-17T19:33:14.180711,1
0,2019-02-17T19:33:30.250896,1
0,2019-02-17T19:34:13.968299,1
0,2019-02-17T19:34:27.951583,1
0,2019-02-17T19:34:37.904643,1
0,2019-02-17T19:36:30.965143,1
0,2019-02-17T19:36:32.311344,1
0,2019-02-17T19:36:38.175848,1
0,2019-02-17T19:37:32.021611,1
0,2019-02-17T19:38:27.364992,1
0,2019-02-17T19:38:29.117169,1
0,2019-02-17T19:38:29.530041,1
0,2019-02-17T19:38:30.979394,1
0,2019-02-17T19:38:38.125996,1
0,2019-02-17T19:39:50.401907,1
0,2019-02-17T19:39:55.600638,1
0,2019-02-17T19:40:21.981238,1
0,2019-02-17T19:40:30.184540,1
0,2019-02-17T19:40:45.212483,1
0,2019-02-17T19:41:01.086643,1
0,2019-02-17T20:08:08.720141,1
0,2019-02-25T16:34:20.338377,1
0,2019-02-25T16:34:21.033840,1
0,2019-02-25T16:34:21.377803,1
0,2019-02-25T16:34:21.731909,1
0,2019-02-25T16:34:22.522656,1
0,2019-02-25T16:34:22.868052,1
0,2019-02-25T16:34:23.287422,1
0,2019-02-25T16:34:23.595154,1
0,2019-02-25T16:34:24.088842,1
0,2019-02-28T12:40:05.122500,1
0,2019-02-28T13:10:40.959030,1
0,2019-02-28T13:11:05.369817,1
0,2019-02-28T13:12:07.183154,1
0,2019-02-28T13:13:46.412549,1
0,2019-02-28T13:13:55.511283,1
0,2019-02-28T13:14:10.139385,1
0,2019-02-28T13:15:27.919789,1
0,2019-02-28T18:04:01.671330,1
0,2019-02-28T18:04:02.021293,1
0,2019-02-28T18:04:02.370700,1
0,2019-02-28T18:04:02.754924,1
0,2019-02-28T18:04:03.058576,1
0,2019-02-28T18:04:03.381224,1
0,2019-02-28T18:04:03.685008,1
0,2019-02-28T18:04:03.992022,1
0,2019-02-28T18:04:04.296705,1
0,2019-02-28T18:04:04.602762,1
0,2019-02-28T18:04:04.926744,1
0,2019-02-28T18:04:05.233647,1
0,2019-02-28T18:04:05.541251,1
0,2019-02-28T18:04:05.848007,1
0,2019-02-28T18:04:06.155029,1
0,2019-02-28T18:04:06.462419,1
0,2019-02-28T18:04:06.771405,1
0,2019-02-28T18:04:07.080029,1
0,2019-02-28T18:04:08.212292,1
0,2019-02-28T18:04:08.514408,1
0,2019-02-28T18:04:08.827988,1
0,2019-02-28T18:04:09.147573,1
0,2019-02-28T18:04:09.454934,1
0,2019-02-28T18:04:09.771618,1
0,2019-02-28T18:04:10.087774,1
0,2019-02-28T18:04:10.394259,1
0,2019-02-28T18:04:11.129767,1
0,2019-02-28T18:04:11.436305,1
0,2019-02-28T18:04:11.749020,1
0,2019-02-28T18:04:12.068217,1
0,2019-02-28T18:04:12.442331,1
0,2019-02-28T18:04:12.849020,1
0,2019-02-28T18:04:13.578535,1
0,2019-02-28T18:04:13.896573,1
0,2019-02-28T18:04:14.235152,1
0,2019-02-28T18:04:14.551244,1
0,2019-02-28T18:04:14.866378,1
0,2019-02-28T18:04:15.170100,1
0,2019-02-28T18:04:15.508455,1
0,2019-03-08T22:53:22.468284,1
0,2019-03-17T22:45:32.595871,1
0,2019-03-17T22:48:11.989662,1
0,2019-03-17T22:49:45.706390,1
0,2019-03-17T22:51:49.219978,1
0,2019-03-17T22:51:49.659725,1
0,2019-03-17T22:52:11.905080,1
0,2019-03-17T22:59:10.214181,1
0,2019-03-18T22:59:27.187539,1
0,2019-03-18T23:02:30.019882,1
0,2019-03-18T23:54:44.024788,1
0,2019-03-20T02:51:25.631697,1
0,2019-03-20T19:11:12.372948,1
0,2019-03-20T19:30:06.474869,1
0,2019-03-20T19:36:55.466633,1
0,2019-03-20T22:22:16.116110,1
0,2019-03-20T22:47:09.758442,1
0,2019-03-21T01:04:03.826436,1
0,2019-03-21T01:07:40.089015,1
0,2019-03-21T01:10:32.128122,1
0,2019-03-21T01:12:14.717423,1
0,2019-03-21T03:35:08.583100,1
0,2019-03-21T18:35:35.640771,1
0,2019-03-21T18:58:04.930223,1
0,2019-03-21T19:55:03.497480,1
0,2019-03-21T19:55:03.958947,1
0,2019-03-21T19:55:04.341552,1
0,2019-03-21T19:55:04.645444,1
0,2019-03-21T19:55:05.114249,1
0,2019-03-21T19:55:05.450976,1
0,2019-03-21T19:55:06.045320,1
0,2019-03-21T19:55:11.945757,1
0,2019-03-21T19:55:12.761659,1
0,2019-03-21T19:55:13.099475,1
0,2019-03-21T19:55:57.374958,1
0,2019-03-21T19:56:01.899289,1
0,2019-03-21T19:56:02.241191,1
0,2019-03-21T19:56:04.010048,1
0,2019-03-21T19:56:05.108583,1
0,2019-03-21T19:56:07.403110,1
0,2019-03-21T19:56:08.085938,1
0,2019-03-21T19:56:08.919295,1
0,2019-03-21T19:56:36.081845,1
0,2019-03-21T19:56:46.208014,1
0,2019-03-21T19:57:01.300973,1
0,2019-03-21T19:57:02.836312,1
0,2019-03-21T19:57:03.382356,1
0,2019-03-21T19:58:31.745589,1
0,2019-03-21T19:58:54.150006,1
0,2019-03-21T20:01:44.013695,1
0,2019-03-21T20:01:45.920112,1
0,2019-03-21T20:01:51.912798,1
0,2019-03-21T20:01:53.972907,1
0,2019-03-21T20:01:55.195841,1
0,2019-03-21T20:02:39.503918,1
0,2019-03-21T20:02:41.611942,1
0,2019-03-21T20:02:42.794455,1
0,2019-03-21T20:02:45.698963,1
0,2019-03-21T20:03:04.875631,1
0,2019-03-21T20:03:06.046495,1
0,2019-03-21T20:04:12.534274,1
0,2019-03-21T20:05:38.485057,1
0,2019-03-21T20:05:57.464569,1
0,2019-03-21T20:05:57.974092,1
0,2019-03-21T20:05:58.405904,1
0,2019-03-21T20:05:58.961636,1
0,2019-03-21T20:06:04.382188,1
0,2019-03-21T20:06:17.528381,1
0,2019-03-21T20:07:36.079567,1
0,2019-03-21T20:07:39.759680,1
0,2019-03-21T20:08:10.807980,1
0,2019-03-21T20:08:27.082772,1
0,2019-03-21T20:09:14.986916,1
0,2019-03-21T20:09:26.949469,1
0,2019-03-21T20:09:27.851667,1
0,2019-03-21T20:09:48.710089,1
0,2019-03-21T20:10:45.024053,1
0,2019-03-21T20:12:28.287042,1
0,2019-03-21T20:12:46.647369,1
0,2019-03-21T20:15:17.538837,1
0,2019-03-21T20:15:32.553383,1
0,2019-03-21T20:17:16.018863,1
0,2019-03-21T20:17:21.351775,1
0,2019-03-21T20:17:22.595866,1
0,2019-03-21T20:21:44.795008,1
0,2019-03-21T20:21:45.133031,1
0,2019-03-21T20:21:45.449900,1
0,2019-03-21T20:22:12.060726,1
0,2019-03-21T20:22:12.363490,1
0,2019-03-21T20:22:12.979043,1
0,2019-03-21T20:22:13.351648,1
0,2019-03-21T20:22:13.935857,1
0,2019-03-21T20:22:14.265099,1
0,2019-03-21T20:22:14.581689,1
0,2019-03-21T20:22:14.939073,1
0,2019-03-21T20:22:15.240707,1
0,2019-03-21T20:22:17.826589,1
0,2019-03-21T20:22:18.137773,1
0,2019-03-21T22:25:39.524203,1
0,2019-03-21T22:25:39.914457,1
0,2019-03-21T22:25:41.452314,1
0,2019-03-21T22:25:41.844512,1
0,2019-03-21T22:25:42.148841,1
0,2019-03-21T22:25:42.448925,1
0,2019-03-21T22:25:52.253413,1
0,2019-03-21T22:25:52.613125,1
0,2019-03-21T22:25:53.839817,1
0,2019-03-21T22:25:54.341628,1
0,2019-03-21T22:34:22.573341,1
0,2019-03-21T22:34:55.831725,1
0,2019-03-21T22:34:58.185836,1
0,2019-03-21T22:34:59.396500,1
0,2019-03-21T22:40:10.301426,1
0,2019-03-21T23:22:43.199287,1
0,2019-03-21T23:27:42.605241,1
0,2019-03-21T23:27:45.765843,1
0,2019-03-21T23:27:46.487573,1
0,2019-03-21T23:27:46.814059,1
0,2019-03-21T23:27:47.114456,1
0,2019-03-21T23:27:47.437461,1
0,2019-03-21T23:27:47.737558,1
0,2019-03-21T23:27:48.110213,1
0,2019-03-21T23:27:48.433837,1
0,2019-03-21T23:27:49.281564,1
0,2019-03-21T23:27:49.965725,1
0,2019-03-21T23:27:50.984903,1
0,2019-03-21T23:27:52.171613,1
0,2019-03-21T23:27:52.489167,1
0,2019-03-21T23:27:52.798115,1
0,2019-03-22T01:04:21.241525,1
0,2019-03-22T01:04:21.547057,1
0,2019-03-22T01:04:23.041983,1
0,2019-03-22T01:04:24.763760,1
0,2019-03-22T01:04:25.205380,1
0,2019-03-22T01:04:25.552736,1
0,2019-03-22T01:04:28.608993,1
0,2019-03-22T01:05:26.522792,1
0,2019-03-22T01:31:37.810850,1
0,2019-03-22T01:54:59.976827,1
0,2019-03-22T02:10:28.477125,1
0,2019-03-22T03:01:06.606543,1
0,2019-03-22T03:11:39.477831,1
0,2019-03-22T04:06:27.694352,1
0,2019-03-22T16:51:18.761953,1
0,2019-03-22T18:20:03.380061,1
0,2019-03-23T05:56:47.890293,1
0,2019-03-23T18:58:47.785943,1
0,2019-03-23T19:10:06.580144,1
0,2019-03-23T19:10:06.912865,1
0,2019-03-23T19:10:07.930507,1
0,2019-03-23T19:10:08.418713,1
0,2019-03-23T19:10:08.830781,1
0,2019-03-23T19:10:09.206147,1
