,isotime,temp,temp_mcp9808,pressure,humidity
0,2016-10-28T23:21:04.817974,22.470757550804773,22.4375,101250.72174899447,71.27307823656786
0,2016-10-28T23:22:03.986217,22.47512428494165,22.4375,101255.04314981267,72.63082238144698
0,2016-10-28T23:23:04.132451,22.5007008750752,22.5,101254.26354169307,72.4088082255711
0,2016-10-28T23:24:04.327277,22.51005816605839,22.4375,101254.47057436776,71.5662357603417
0,2016-10-28T23:25:04.476068,22.51692018009635,22.4375,101257.55829711769,71.4955946540387
0,2016-10-28T23:26:04.621171,22.5231583751538,22.5,101263.8444120457,72.25796773721518
0,2016-10-28T23:27:04.848234,22.518167819071458,22.4375,101264.6971705149,71.73306931076885
0,2016-10-28T23:28:04.030175,22.514424902200698,22.5,101262.74449750823,71.11996227312991
0,2016-10-28T23:29:04.229692,22.484481573128143,22.4375,101261.83711980557,70.23775193947422
0,2016-10-28T23:30:04.426657,22.48822448868923,22.4375,101263.75797937335,70.61363718545792
0,2016-10-28T23:31:04.630455,22.491343585115192,22.4375,101262.29010991094,70.68587377017383
0,2016-10-28T23:32:04.799608,22.47949101930135,22.5,101265.62205416622,70.84955380060752
0,2016-10-28T23:33:03.973534,22.474500465765594,22.4375,101257.91189506785,69.78357815386813
0,2016-10-28T23:34:04.126288,22.437695142427494,22.4375,101255.53156561425,69.57360803841631
0,2016-10-28T23:35:04.328577,22.41149475240827,22.375,101256.54438263024,70.44706020197243
0,2016-10-28T23:36:04.527699,22.434576047956945,22.375,101254.06719563043,71.1680333032301
0,2016-10-28T23:37:04.719826,22.458281168784378,22.4375,101258.56899888441,70.87933414840678
0,2016-10-28T23:38:03.892660,22.457033530682384,22.4375,101260.68371828829,70.89018525451631
0,2016-10-28T23:39:04.129114,22.448300064477735,22.4375,101262.21830505927,70.60737134794012
0,2016-10-28T23:40:04.314166,22.448923883462793,22.4375,101264.61885890455,70.91647971813731
0,2016-10-28T23:41:04.456600,22.450171521446556,22.4375,101269.41998394117,70.90011104399574
0,2016-10-28T23:42:04.645231,22.461400264118947,22.4375,101270.60374302306,71.1943448652669
0,2016-10-28T23:43:04.842285,22.459528806904565,22.5,101274.56737063428,70.6477515808889
0,2016-10-28T23:44:04.037904,22.432704591329184,22.4375,101271.86189322974,70.36210439022445
0,2016-10-28T23:45:04.231430,22.425842584044222,22.4375,101272.39660773698,70.84662766002033
0,2016-10-28T23:46:04.395908,22.43644750462563,22.4375,101277.73455122733,71.05244613150322
0,2016-10-28T23:47:04.566340,22.410247114988397,22.375,101275.12408411017,70.24821576763462
0,2016-10-28T23:48:04.720389,22.369698908744613,22.375,101277.07760205837,69.51340125658865
0,2016-10-28T23:49:03.863254,22.35971781476983,22.375,101281.05501952088,70.59894405713734
0,2016-10-28T23:50:04.075042,22.376560911527577,22.375,101280.16529695177,70.98227239931924
0,2016-10-28T23:51:04.261615,22.3422509031152,22.375,101283.4956004319,70.12722432478425
0,2016-10-28T23:52:04.453856,22.33788417575861,22.375,101277.82581758729,70.83824470757608
0,2016-10-28T23:53:04.608684,22.351608176772515,22.4375,101282.38654785654,70.75216294437755
0,2016-10-28T23:54:04.784227,22.372818000850476,22.375,101283.18377073796,70.86583002457952
0,2016-10-28T23:55:03.949484,22.366579816752438,22.375,101287.10627526845,71.00276443637114
0,2016-10-28T23:56:04.138956,22.34536999422062,22.375,101284.003978341,69.72488135289899
0,2016-10-28T23:57:04.328072,22.349736721959196,22.375,101286.02009087132,70.79599026584869
0,2016-10-28T23:58:04.490932,22.360341633109147,22.375,101288.39445906506,70.8804074082513
0,2016-10-28T23:59:04.640551,22.337260357583,22.375,101288.59628059756,70.8381522417337
0,2016-10-29T00:00:04.855482,22.36346072487395,22.375,101294.50062200591,71.15121748483672
0,2016-10-29T00:01:04.042918,22.3647083616117,22.375,101294.06449444019,70.95283569929003
0,2016-10-29T00:02:04.206357,22.366579816752438,22.375,101295.33832839868,70.65519261055233
0,2016-10-29T00:03:04.354583,22.37531327461702,22.375,101296.76828120631,71.16965545814026
0,2016-10-29T00:04:04.542538,22.332893630481067,22.375,101296.4580999581,70.92573830878781
0,2016-10-29T00:05:04.704320,22.354727268218994,22.375,101298.37088263231,71.13882277228029
0,2016-10-29T00:06:03.851260,22.3684512719341,22.375,101300.26606679382,71.09134019760151
0,2016-10-29T00:07:04.041842,22.343498539543724,22.3125,101298.50339028327,70.89982180712633
0,2016-10-29T00:08:04.201334,22.351608176772515,22.375,101301.81373561411,71.22658752615449
0,2016-10-29T00:09:04.347890,22.338507993938766,22.375,101299.35527248739,70.31976272367397
0,2016-10-29T00:10:04.576188,22.332893630481067,22.3125,101294.81177611712,70.93125474102648
0,2016-10-29T00:11:04.779879,22.343498539543724,22.375,101296.85703780333,71.40731155602185
0,2016-10-29T00:12:03.963918,22.337260357583,22.375,101296.16941630899,70.60092858080688
0,2016-10-29T00:13:04.147441,22.327279267391713,22.375,101296.52432422923,70.49453906841973
0,2016-10-29T00:14:04.321362,22.326655449293412,22.375,101294.45342082491,71.18400972470882
0,2016-10-29T00:15:04.489785,22.30856472642081,22.3125,101295.1198924651,71.0708132844539
0,2016-10-29T00:16:04.645003,22.309188544387233,22.3125,101298.53953000324,70.33172431898842
0,2016-10-29T00:17:04.831283,22.29920745747013,22.3125,101300.50872453395,70.77697979136511
0,2016-10-29T00:18:03.998176,22.248678222817034,22.25,101297.57705192252,69.49467684471266
0,2016-10-29T00:19:04.184634,22.2873549182681,22.3125,101300.90659735772,71.12814495557123
0,2016-10-29T00:20:04.389759,22.262402209524588,22.3125,101302.76478371624,70.68293550637154
0,2016-10-29T00:21:04.541344,22.240568595342573,22.25,101301.1804986285,70.53056328978259
0,2016-10-29T00:22:04.699921,22.221854073334633,22.25,101307.01798941854,70.52761645166622
0,2016-10-29T00:23:03.842573,22.23308278604827,22.3125,101312.48286451564,70.50733336382146
0,2016-10-29T00:24:04.003417,22.188791761122776,22.1875,101314.1556205221,70.20252554410675
0,2016-10-29T00:25:04.159968,22.21561590024148,22.1875,101316.86461346876,70.21222821560752
0,2016-10-29T00:26:04.342650,22.178186871232263,22.1875,101315.73091324743,70.9123262347868
0,2016-10-29T00:27:04.512571,22.163839081119296,22.1875,101315.02442523678,70.57916417290579
0,2016-10-29T00:28:04.731859,22.191287029523302,22.1875,101311.60614323508,71.07431658533918
0,2016-10-29T00:29:03.933552,22.154481827993823,22.125,101317.4486152048,69.92688087492756
0,2016-10-29T00:30:04.089515,22.116429009157947,22.125,101317.53527273079,69.8989134142483
0,2016-10-29T00:31:04.246519,22.130152974656085,22.125,101318.4440465144,70.5463073043956
0,2016-10-29T00:32:04.406589,22.150115110218756,22.125,101316.74923027016,70.83068205007201
0,2016-10-29T00:33:04.659860,22.163215264212432,22.125,101321.84177707216,71.64879181119409
0,2016-10-29T00:34:03.838649,22.128281524685825,22.125,101323.39267534058,70.68386034944966
0,2016-10-29T00:35:04.038390,22.146372209446053,22.125,101325.69110309808,71.46969147446188
0,2016-10-29T00:36:04.187105,22.126410074756496,22.125,101327.38559670077,69.87840317415262
0,2016-10-29T00:37:04.366696,22.06589988243004,22.0625,101324.77033190352,69.41672310968137
0,2016-10-29T00:38:04.523261,22.080871472424132,22.0625,101324.91464523679,70.56062392349446
0,2016-10-29T00:39:04.690584,22.07151422837087,22.0625,101329.97108325412,70.75212660388071
0,2016-10-29T00:40:03.836256,22.04032342224964,22.0625,101330.4785650547,70.25098262106053
0,2016-10-29T00:41:04.002994,22.02160894403387,22.0,101332.03342690485,69.96132215954869
0,2016-10-29T00:42:04.159691,21.984803815482245,22.0,101332.30787644668,70.38012328115965
0,2016-10-29T00:43:04.362335,21.994784865728526,22.0625,101329.65153256085,70.04536842833656
0,2016-10-29T00:44:04.549965,21.97357513534671,22.0,101333.09609402793,70.03653004295637
0,2016-10-29T00:45:04.721777,21.96608934940823,22.0,101335.83655782968,70.94494961895565
0,2016-10-29T00:46:03.891896,21.94799870276038,21.875,101336.1696421292,70.14279497836074
0,2016-10-29T00:47:04.087550,21.936146212202676,21.9375,101337.55208022932,70.27326662177984
0,2016-10-29T00:48:04.263102,21.961098825813043,21.9375,101336.98413977542,71.03784548051213
0,2016-10-29T00:49:04.447538,21.928660429538375,21.9375,101335.32458469659,70.07361744286968
0,2016-10-29T00:50:04.631945,21.92055083239102,21.875,101335.3368689847,70.07787880134107
0,2016-10-29T00:51:04.796161,21.914936496354585,21.875,101337.0469587034,70.44632026242128
0,2016-10-29T00:52:03.945080,21.896845860520624,21.9375,101335.07632488351,70.11274168132911
0,2016-10-29T00:53:04.158130,21.834464386976105,21.8125,101331.18219378509,69.01152533124174
0,2016-10-29T00:54:04.328013,21.845693048858084,21.875,101333.65308049065,70.00001562063115
0,2016-10-29T00:55:04.488181,21.86253604444364,21.8125,101332.14287056946,70.24519288896379
0,2016-10-29T00:56:04.639655,21.876259969223703,21.875,101334.04013172115,70.71581202079014
0,2016-10-29T00:57:04.826534,21.860040785629188,21.8125,101334.36156713415,69.67704362047459
0,2016-10-29T00:58:04.021265,21.838207274106388,21.8125,101339.35364507392,69.64056963235838
0,2016-10-29T00:59:04.195753,21.81762139691573,21.8125,101331.40798278508,69.96258528899676
0,2016-10-29T01:00:04.392366,21.834464386976105,21.75,101334.47224351268,69.97623025623689
0,2016-10-29T01:01:04.537015,21.808887995967325,21.8125,101335.2406201927,70.51231981069603
0,2016-10-29T01:02:04.696656,21.804521295827364,21.75,101334.2118862771,71.36567153112223
0,2016-10-29T01:03:03.872657,21.800154595910225,21.75,101331.1774320676,70.81951140569781
0,2016-10-29T01:04:04.044016,21.793292639347783,21.75,101333.02508746409,70.90658904407822
0,2016-10-29T01:05:04.243019,21.81263088197893,21.75,101328.27809899398,71.24574036207468
0,2016-10-29T01:06:04.432216,21.77582584330812,21.75,101328.8784403583,71.81279337283537
0,2016-10-29T01:07:04.619138,21.76397337659737,21.75,101331.54385222601,72.03670223810472
0,2016-10-29T01:08:04.756559,21.70658250837523,21.6875,101333.70563041506,70.97550387123715
0,2016-10-29T01:09:03.918442,21.713444457984586,21.6875,101335.4768401418,71.37869431934892
0,2016-10-29T01:10:04.070776,21.76272574861805,21.75,101334.64268338951,71.40859650291817
0,2016-10-29T01:11:04.231322,21.763349562605434,21.75,101338.02778473884,71.19935759306006
0,2016-10-29T01:12:04.386474,21.74401133111105,21.6875,101333.23393611184,71.43315172889936
0,2016-10-29T01:13:04.522016,21.733406496340468,21.75,101331.18736036198,71.20562899917026
0,2016-10-29T01:14:04.690451,21.700968186376848,21.6875,101330.80955655007,71.09028372211098
0,2016-10-29T01:15:03.859659,21.68162996897963,21.6875,101330.29192630676,70.82832731493087
0,2016-10-29T01:16:04.007934,21.68537284942513,21.6875,101331.91488492262,70.59757725661197
0,2016-10-29T01:17:04.190916,21.648567865487713,21.625,101333.1389407249,70.92776381767807
0,2016-10-29T01:18:04.359607,21.645448799779935,21.6875,101337.56354957537,70.72897912534863
0,2016-10-29T01:19:04.539257,21.645448799779935,21.625,101335.26121043661,70.87769784249797
0,2016-10-29T01:20:04.698467,21.619872465264415,21.625,101335.04062247516,70.68638571307774
0,2016-10-29T01:21:03.872893,21.638586855622997,21.625,101336.77902057373,70.74993280808908
0,2016-10-29T01:22:04.059479,21.62299153003996,21.5625,101333.57625924086,70.35638155403223
0,2016-10-29T01:23:04.236977,21.62486296895986,21.5625,101339.48558908307,71.45271639645031
0,2016-10-29T01:24:04.409215,21.58181988415681,21.5625,101338.7034458204,70.99429195116032
0,2016-10-29T01:25:04.578341,21.609267645877935,21.5625,101343.518248826,70.84444592074438
0,2016-10-29T01:26:04.762923,21.555619756181205,21.5,101341.01747930562,71.49121602245343
0,2016-10-29T01:27:03.925279,21.562481693685186,21.5,101340.15787753268,71.7620866701896
0,2016-10-29T01:28:04.068942,21.57246269467323,21.5,101342.47003856524,71.71416199168199
0,2016-10-29T01:29:04.283059,21.50758620906017,21.4375,101345.02880032417,71.54410861785242
0,2016-10-29T01:30:04.498312,21.526300574862397,21.5,101345.78153999179,71.31586752026611
0,2016-10-29T01:31:04.678198,21.4851289754999,21.4375,101344.98667889243,70.95695238026896
0,2016-10-29T01:32:03.877479,21.521933889142474,21.5,101351.98720154267,71.38675735586432
0,2016-10-29T01:33:04.054304,21.50883383331966,21.5,101353.47240036662,71.75351754116426
0,2016-10-29T01:34:04.210375,21.518191015845606,21.5,101355.65752633524,71.87612561077412
0,2016-10-29T01:35:04.411556,21.460800312460286,21.4375,101354.8510570346,71.60821471916103
0,2016-10-29T01:36:04.588999,21.469533677883827,21.4375,101358.91364059746,71.73071827000994
0,2016-10-29T01:37:04.736465,21.482633727690335,21.4375,101364.33412031097,71.91996278141438
0,2016-10-29T01:38:03.932848,21.452066947928053,21.4375,101363.28316243395,71.70038320339339
0,2016-10-29T01:39:04.094024,21.451443136209853,21.4375,101360.22843407429,71.46359964398899
0,2016-10-29T01:40:04.263925,21.440838337696277,21.4375,101362.45545390648,71.89123930865829
0,2016-10-29T01:41:04.414305,21.460800312460286,21.4375,101370.63395769359,72.44479233235484
0,2016-10-29T01:42:04.588156,21.475147984698197,21.5,101365.39463697065,72.1884329144299
0,2016-10-29T01:43:04.737781,21.44270977263259,21.4375,101366.68750615562,71.94105515519843
0,2016-10-29T01:44:03.891833,21.452066947928053,21.4375,101366.24241608515,71.52424332473618
0,2016-10-29T01:45:04.059692,21.450195512787104,21.4375,101367.27118923866,71.92026288355956
0,2016-10-29T01:46:04.221764,21.427738294288066,21.375,101365.25497305355,71.50386437466283
0,2016-10-29T01:47:04.384452,21.448947889382545,21.4375,101370.00763552682,72.09616127012792
0,2016-10-29T01:48:04.560988,21.45456219484631,21.4375,101366.98498177867,72.35573215889643
0,2016-10-29T01:49:04.754687,21.464543183246953,21.4375,101371.56751624173,72.0381338142883
0,2016-10-29T01:50:03.960796,21.445828830950724,21.4375,101369.82717780546,72.05163016266617
0,2016-10-29T01:51:04.116870,21.405281081682553,21.375,101368.17041351167,71.6433798709504
0,2016-10-29T01:52:04.252109,21.43210497520131,21.4375,101367.2703715171,71.60913024931008
0,2016-10-29T01:53:04.430394,21.459552688901113,21.4375,101370.08234680093,71.87770441471253
0,2016-10-29T01:54:04.562494,21.453314571378087,21.4375,101369.7214498089,71.73910019972712
0,2016-10-29T01:55:04.714337,21.48450516354069,21.4375,101370.21054979232,72.79530925595667
0,2016-10-29T01:56:03.881154,21.440838337696277,21.4375,101374.62106866787,71.48943965394481
0,2016-10-29T01:57:04.021859,21.452066947928053,21.4375,101375.44899680787,71.8930255977568
0,2016-10-29T01:58:04.171078,21.43709546794644,21.4375,101372.01166611724,71.62091904264226
0,2016-10-29T01:59:04.342551,21.442085960982602,21.4375,101372.83924342801,71.8473967363014
0,2016-10-29T02:00:04.518277,21.441462149337166,21.375,101377.01816947869,71.33540523380614
0,2016-10-29T02:01:04.714139,21.41339062999914,21.375,101373.74964953293,71.61163727577322
0,2016-10-29T02:02:03.910767,21.408400138636445,21.375,101370.6523877246,71.1815303273088
0,2016-10-29T02:03:04.057873,21.369723840443566,21.3125,101373.85236875498,72.19345188902527
0,2016-10-29T02:04:04.211549,21.395923911502997,21.3125,101374.86202105248,72.47832751136345
0,2016-10-29T02:05:04.375489,21.389061987354943,21.375,101372.72975107592,71.27199866267378
0,2016-10-29T02:06:04.559264,21.405281081682553,21.375,101375.73239809174,72.2707475853581
0,2016-10-29T02:07:04.710440,21.344147588337364,21.3125,101373.65917587437,72.19486237597498
0,2016-10-29T02:08:03.910618,21.381576252548257,21.3125,101372.83523296184,71.76064305336692
0,2016-10-29T02:09:04.078177,21.397171534134486,21.375,101372.42279114481,72.48401934269751
0,2016-10-29T02:10:04.284905,21.392804855003853,21.3125,101372.38005657122,72.1311645029807
0,2016-10-29T02:11:04.436620,21.345395210213972,21.3125,101366.28892110747,71.30909757549465
0,2016-10-29T02:12:04.597972,21.32979993806375,21.3125,101368.34485214949,71.2130517065046
0,2016-10-29T02:13:04.781973,21.33104755973118,21.3125,101363.60471038074,71.16370595683253
0,2016-10-29T02:14:04.023157,21.33104755973118,21.3125,101367.54961675275,71.5764508657026
0,2016-10-29T02:15:04.249688,21.311709425930168,21.3125,101365.05576681555,70.45062396862359
0,2016-10-29T02:16:04.413275,21.318571343875465,21.25,101363.90055222495,71.38738496483002
0,2016-10-29T02:17:04.588875,21.339157101012823,21.3125,101365.59908372596,71.16500931611455
0,2016-10-29T02:18:04.761986,21.316699911653995,21.25,101362.92477476937,71.18345424440193
0,2016-10-29T02:19:03.956774,21.29673797050491,21.25,101362.96531247269,71.26833725580573
0,2016-10-29T02:20:04.139578,21.29299510705787,21.25,101363.01796369633,71.58690339781144
0,2016-10-29T02:21:04.336510,21.280518896750074,21.25,101363.93920322956,70.83651088771808
0,2016-10-29T02:22:04.519939,21.3142046687557,21.25,101366.4557762045,71.92592251250895
0,2016-10-29T02:23:04.719050,21.32044277613786,21.25,101363.52955720891,71.87740575788627
0,2016-10-29T02:24:03.889643,21.27490460270501,21.25,101363.34478808925,71.54548441076986
0,2016-10-29T02:25:04.065491,21.248080758462674,21.1875,101364.57170977503,71.26610076339745
0,2016-10-29T02:26:04.249837,21.2593093434014,21.25,101367.37232512816,71.96112121636223
0,2016-10-29T02:27:04.422239,21.23872360547257,21.1875,101360.41417258135,71.74327420971493
0,2016-10-29T02:28:04.603080,21.237475985151196,21.1875,101366.76520164186,70.44445167411294
0,2016-10-29T02:29:04.738060,21.294866538760925,21.25,101371.85125236622,72.08236921708523
0,2016-10-29T02:30:03.909160,21.240595035988736,21.1875,101365.63107759635,71.23737686210971
0,2016-10-29T02:31:04.085055,21.25556648159145,21.1875,101369.72580774633,71.45436160877013
0,2016-10-29T02:32:04.266036,21.239347415640076,21.25,101370.69918065793,71.40225676229443
0,2016-10-29T02:33:04.416739,21.219385492535366,21.125,101370.41013689215,71.01392986166529
0,2016-10-29T02:34:04.577155,21.264299826069326,21.1875,101372.47320263412,72.16548523130866
0,2016-10-29T02:35:04.754764,21.277399844457342,21.1875,101373.29131748702,72.39863995891452
0,2016-10-29T02:36:03.910341,21.21751406248304,21.1875,101373.3786059811,72.44394970679686
0,2016-10-29T02:37:04.098730,21.240595035988736,21.25,101373.84844937448,71.94160502715103
0,2016-10-29T02:38:04.302073,21.240595035988736,21.1875,101374.50583983597,72.51918173292457
0,2016-10-29T02:39:04.507700,21.20067119385385,21.1875,101374.58472798052,71.89669939677793
0,2016-10-29T02:40:04.708773,21.136418799528563,21.0625,101376.2699658062,71.53986458187016
0,2016-10-29T02:41:03.855002,21.15700451284647,21.0625,101377.31267277953,72.22517383570953
0,2016-10-29T02:42:05.172545,21.190066426417708,21.125,101380.09620177431,72.7365007071822
0,2016-10-29T02:43:04.358839,21.150142607856925,21.0625,101378.49880567889,71.46503795169758
0,2016-10-29T02:44:04.521692,21.10897118947478,21.0625,101378.68165324682,71.85446276302521
0,2016-10-29T02:45:04.731908,21.092752151308467,21.0625,101381.29666138827,71.35686801312664
0,2016-10-29T02:46:03.894986,21.087137869582513,21.0625,101378.43335948976,71.92247543923679
0,2016-10-29T02:47:04.066532,21.06655217307207,21.0,101378.34410256421,72.80438460523406
0,2016-10-29T02:48:04.272739,21.079028352184196,21.0625,101380.71068841152,72.88888286366438
0,2016-10-29T02:49:04.429538,21.03536173324983,20.9375,101381.49576831263,72.11210803748405
0,2016-10-29T02:50:04.625133,21.032242689892882,21.0,101381.3148318934,72.8867810490422
0,2016-10-29T02:51:04.825595,20.991695136598082,20.9375,101383.23379310445,72.68778160943761
0,2016-10-29T02:52:04.000416,20.987328478158453,20.9375,101384.83309641136,72.3957387558586
0,2016-10-29T02:53:04.201107,21.019766517601965,20.9375,101386.50549765574,72.48894462288582
0,2016-10-29T02:54:04.406403,21.027252220758236,21.0,101385.08702670943,72.69355354625239
0,2016-10-29T02:55:04.548973,20.999804645719998,21.0,101381.2538370341,71.17156945087149
0,2016-10-29T02:56:04.761705,20.981090395059802,20.9375,101381.84261583202,71.77348207542634
0,2016-10-29T02:57:03.916683,20.964247572964904,20.9375,101382.35744735727,71.90820575739505
0,2016-10-29T02:58:04.054117,20.999804645719998,20.9375,101382.89668177541,72.46369776582938
0,2016-10-29T02:59:04.175855,20.97921897021888,21.0,101378.89568251805,72.14153049652668
0,2016-10-29T03:00:04.410940,20.976099928908297,20.9375,101378.38614586968,71.8276492897167
0,2016-10-29T03:01:04.586376,20.976099928908297,20.9375,101379.37181457359,71.04682692898102
0,2016-10-29T03:02:04.777997,20.9617523403439,20.9375,101374.74720497763,72.36411554824491
0,2016-10-29T03:03:03.959662,20.966118997478407,20.9375,101378.0762085406,71.72158736009861
0,2016-10-29T03:04:04.140038,20.949276178330273,20.875,101373.03765781764,72.12571963135528
0,2016-10-29T03:05:04.294611,20.962376148492332,20.875,101375.17128953403,72.5620985457071
0,2016-10-29T03:06:04.506669,20.935552402216217,20.875,101377.3792015745,71.95310132493938
0,2016-10-29T03:07:04.648159,20.959880915925897,20.9375,101374.75729979665,73.05085780492497
0,2016-10-29T03:08:04.805526,20.93430478631499,20.875,101379.127478133,72.7993717765688
0,2016-10-29T03:09:04.004504,20.964871381131523,20.9375,101380.18498400987,73.07367027729669
0,2016-10-29T03:10:04.167790,20.975476120659824,20.875,101381.24761185094,72.30035863598674
0,2016-10-29T03:11:04.342042,20.926819091289598,20.875,101382.5167010254,71.82524813437956
0,2016-10-29T03:12:04.532832,20.97110946304783,20.9375,101381.53264163707,72.89331753803987
0,2016-10-29T03:13:04.730064,20.9948141784771,20.9375,101381.44338209713,72.37494940712888
0,2016-10-29T03:14:03.872543,20.97921897021888,20.9375,101385.13828709694,72.77919518458307
0,2016-10-29T03:15:04.058359,21.030995072581938,20.9375,101382.07767154432,73.19987580246887
0,2016-10-29T03:16:04.211766,21.01914270903517,20.9375,101385.75279671527,72.71973929210232
0,2016-10-29T03:17:04.401983,21.04471886400279,21.0,101381.02094119415,73.33402935020962
0,2016-10-29T03:18:04.542529,21.075285498259564,21.0,101382.40592171464,73.31706410510647
0,2016-10-29T03:19:04.704527,21.06405693746792,20.9375,101381.87337261971,72.90842446503342
0,2016-10-29T03:20:03.870458,21.06218551081256,20.9375,101383.55838441374,73.42485441916759
0,2016-10-29T03:21:04.055762,21.080899779207904,21.0,101383.65801899302,73.44441931167403
0,2016-10-29T03:22:04.241431,21.092752151308467,21.0625,101386.22593261249,73.19897173678437
0,2016-10-29T03:23:04.412340,21.072166453447426,21.0,101385.18248661424,72.61288068437274
0,2016-10-29T03:24:04.575324,21.12331880272286,21.0,101383.33841452099,73.26995579680334
0,2016-10-29T03:25:04.727432,21.122694993401183,21.0625,101390.14420286939,73.08293759078218
0,2016-10-29T03:26:03.886811,21.153261655511233,21.0625,101389.85370925377,73.42878357668839
0,2016-10-29T03:27:04.065839,21.158252131994594,21.0625,101393.31088835001,72.99526642381636
0,2016-10-29T03:28:04.250225,21.170728324476293,21.0625,101391.40507085524,73.5856030205607
0,2016-10-29T03:29:04.413023,21.18632356763637,21.125,101394.90678285809,73.43969336739971
0,2016-10-29T03:30:04.578407,21.20191881363862,21.125,101394.8249737761,73.60719907729327
0,2016-10-29T03:31:04.774769,21.224999782937903,21.1875,101397.92526161557,73.33606155850251
0,2016-10-29T03:32:03.961484,21.22999026360494,21.1875,101397.43845786958,73.38088293085575
0,2016-10-29T03:33:04.145677,21.195056905047476,21.125,101403.57062008402,73.28718194052138
0,2016-10-29T03:34:04.302770,21.210028342683017,21.125,101398.46320857877,73.4765903334822
0,2016-10-29T03:35:04.500187,21.241842656355583,21.125,101401.3531596715,73.47631391007438
0,2016-10-29T03:36:04.669538,21.258061722779892,21.125,101399.39443533245,73.4899706839563
0,2016-10-29T03:37:03.865535,21.23872360547257,21.1875,101400.51493986267,73.13486681668654
0,2016-10-29T03:38:04.014651,21.228742643410897,21.125,101401.52037609316,72.30277300830248
0,2016-10-29T03:39:04.189158,21.216890252474695,21.125,101401.2212208744,72.61435328071
0,2016-10-29T03:40:04.391874,21.221880732668797,21.125,101402.7065929341,73.20910974615907
0,2016-10-29T03:41:04.569297,21.224375972874988,21.125,101404.07481591213,73.41844532460537
0,2016-10-29T03:42:04.749490,21.198175954338875,21.125,101407.36693338395,72.86978357470116
0,2016-10-29T03:43:03.935429,21.203790243349886,21.125,101405.66111382084,73.01918087392353
0,2016-10-29T03:44:04.109450,21.20067119385385,21.125,101413.69715391652,73.02417034382462
0,2016-10-29T03:45:04.233430,21.213771202501174,21.125,101414.18772271648,73.41121819867443
0,2016-10-29T03:46:04.455720,21.15949975116091,21.125,101415.52184261581,73.19889459010956
0,2016-10-29T03:47:04.610883,21.163242608768996,21.125,101416.78435320802,72.9025862543597
0,2016-10-29T03:48:04.790940,21.183204518776982,21.0625,101417.43584507333,72.84537249898098
0,2016-10-29T03:49:03.970903,21.20254262353783,21.125,101424.53338408405,73.47537286968823
0,2016-10-29T03:50:04.142097,21.16760927618534,21.125,101421.4608904151,72.85932746223625
0,2016-10-29T03:51:04.335324,21.191314046047864,21.125,101425.97259920086,72.95115641691865
0,2016-10-29T03:52:04.530181,21.153261655511233,21.0625,101429.29195932807,73.08791009351793
0,2016-10-29T03:53:04.693263,21.140161656127113,21.125,101432.08725667109,72.98680755986453
0,2016-10-29T03:54:03.868818,21.116456900434514,21.0625,101428.23244203295,73.38977986828586
0,2016-10-29T03:55:04.051505,21.105228334240472,21.0625,101429.67098425259,73.67376303657866
0,2016-10-29T03:56:04.240118,21.12955689618975,21.0625,101434.31061616416,73.47988238719611
0,2016-10-29T03:57:04.442054,21.132052133703837,21.0625,101432.75292943473,73.59024384209933
